City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,san fernando,15.0286,120.6898,304.0,72,14,1.53,PH,1697332129
357,coquimbo,-29.9533,-71.3436,287.52,78,7,1.56,CL,1697332129
358,stephenville,32.2207,-98.2023,290.89,41,0,2.57,US,1697332129
359,klyuchi,52.2667,79.1667,279.95,59,100,4.85,RU,1697332129
360,jahazpur,25.6167,75.2833,297.09,49,0,3.11,IN,1697332129
361,villazon,-22.0866,-65.5942,286.3,44,100,3.98,BO,1697332129
362,puttalam,8.0362,79.8283,299.35,84,100,4.64,LK,1697332129
363,sao jose da coroa grande,-8.8978,-35.1478,298.25,76,97,4.31,BR,1697332130
364,petropavlovka,50.6114,105.3196,277.36,62,12,1.02,RU,1697332130
365,fada,9.5667,8.3,293.39,89,82,0.28,NG,1697332130
